Unnamed: 0,State,Hospital_Name,City,Staffed_Beds,Total_Discharges,Patient_Days,Gross_Patient_Revenue
91,TN,West Tennessee Healthcare Jackson - Madison County General Hospital,Jackson,612,"26,246","165,900","$2,555,306"
92,TN,West Tennessee Healthcare Milan Hospital,Milan,47,505,"1,963","$52,878"
93,TN,West Tennessee Healthcare North Hospital,Jackson,115,"3,549","16,129","$659,445"
94,TN,West Tennessee Healthcare Volunteer Hospital,Martin,38,"1,054","4,055","$84,605"
95,TN,Williamson Medical Center,Franklin,203,"9,397","40,733","$867,306"
0,TX,Baylor Scott & White Medical Center Plano,Plano,160,"6,445","33,675","$743,060"
1,TX,Baylor Scott & White Medical Center Grapevine,Grapevine,302,"13,313","62,372","$1,137,911"
2,TX,Cuero Regional Hospital,Cuero,44,547,"1,988","$109,590"
3,TX,HCA Houston Healthcare Kingwood,Kingwood,611,"29,758","149,251","$8,185,539"
4,TX,Medical City North Hills,North Richland Hills,142,"8,119","38,271","$1,433,768"
5,TX,Advanced Dallas Hospital and Clinics,Dallas,0,0,0,$0
6,TX,AdventHealth Central Texas,Killeen,208,"7,108","28,247","$665,061"
7,TX,Altus Baytown Hospital,Baytown,14,"4,730","4,730","$318,193"
8,TX,Altus Houston Hospital,Houston,10,"1,756","1,756","$284,547"
9,TX,Altus Lumberton Hospital,Lumberton,4,173,465,"$15,243"
10,TX,Angleton Danbury Hospital,Angleton,62,"2,220","6,324","$88,343"
11,TX,Anson General Hospital,Anson,7,96,323,"$13,294"
12,TX,Arise Austin Medical Center,Austin,21,344,503,"$88,729"
13,TX,Ascension Providence,Waco,273,"13,416","65,236","$1,266,197"
14,TX,Ascension Seton Bastrop,Bastrop,7,165,774,"$119,803"
15,TX,Ascension Seton Hays,Kyle,173,"9,005","46,060","$1,484,639"
16,TX,Ascension Seton Medical Center Austin,Austin,391,"19,675","123,922","$3,613,264"
17,TX,Ascension Seton Northwest,Austin,106,"5,353","23,402","$812,488"
18,TX,Ascension Seton Smithville,Smithville,8,175,"1,523","$71,373"
19,TX,Ascension Seton Southwest,Austin,17,531,"1,676","$178,222"
20,TX,Ascension Seton Williamson,Round Rock,181,"7,455","45,553","$1,562,112"
21,TX,Aspire Behavioral Health Hospital,Conroe,30,0,0,"$45,674"
22,TX,Audie L. Murphy Memorial VA Hospital,San Antonio,0,0,0,$0
23,TX,Baptist Hospitals of Southeast Texas,Beaumont,378,"13,134","69,176","$2,215,672"
24,TX,Baptist Medical Center,San Antonio,"1,561","54,797","287,836","$10,963,349"
25,TX,Baptist Neighborhood Hospital - Hausman,San Antonio,0,0,0,$0
26,TX,Baptist Neighborhood Hospital - Kelly,San Antonio,0,0,0,$0
27,TX,Baptist Neighborhood Hospital - Overlook,San Antonio,0,0,0,$0
28,TX,Baptist Neighborhood Hospital - Schertz,Schertz,0,0,0,$0
29,TX,Baptist Neighborhood Hospital - Westover Hills,San Antonio,0,0,0,$0
30,TX,Baptist Neighborhood Hospital - Zarazmora,San Antonio,0,0,0,$0
31,TX,Baptist Neighborhood Hospital- Thousand Oaks,San Antonio,50,"1,552","4,620","$1,160,680"
32,TX,Baylor Scott & White All Saints Medical Center - Fort Worth,Fort Worth,438,"23,085","114,267","$1,692,792"
33,TX,Baylor Scott & White Emergency Hospital - Colleyville,Colleyville,0,0,0,$0
34,TX,Baylor Scott & White Emergency Hospital - Grand Prairie,Grand Prairie,0,0,0,$0
35,TX,Baylor Scott & White Emergency Hospital - Mansfield,Mansfield,0,0,0,$0
36,TX,Baylor Scott & White Emergency Hospital - Murphy,Murphy,0,0,0,$0
37,TX,Baylor Scott & White Emergency Hospital - Rockwall,Rockwall,8,197,496,"$50,619"
38,TX,Baylor Scott & White Emergency Hospital Aubrey,Aubrey,40,528,"1,668","$188,937"
39,TX,Baylor Scott & White Emergency Hospital-Burleson,Burleson,24,373,"1,148","$133,563"
40,TX,Baylor Scott & White Emergency Hospitals - Keller,Keller,0,0,0,$0
41,TX,Baylor Scott & White Heart and Vascular Hospital-Dallas,Dallas,53,"2,623","9,781","$948,654"
42,TX,Baylor Scott & White McLane Children's Medical Center - Temple,Temple,2,0,0,"$10,105"
43,TX,Baylor Scott & White Medical Center - Austin,Austin,25,530,"1,914","$66,174"
44,TX,Baylor Scott & White Medical Center - Brenham,Brenham,55,"1,194","4,827","$180,854"
45,TX,Baylor Scott & White Medical Center - Buda,Buda,15,335,"1,254","$81,176"
46,TX,Baylor Scott & White Medical Center - Centennial,Frisco,118,"3,908","19,261","$363,806"
47,TX,Baylor Scott & White Medical Center - Hillcrest,Waco,260,"13,959","68,095","$1,639,427"
48,TX,Baylor Scott & White Medical Center - Lake Pointe,Rowlett,176,"8,081","39,477","$860,827"
49,TX,Baylor Scott & White Medical Center - Lakeway,Lakeway,106,"2,908","11,504","$354,156"
50,TX,Baylor Scott & White Medical Center - McKinney,McKinney,160,"9,787","50,223","$839,962"
51,TX,Baylor Scott & White Medical Center - Pflugerville,Pflugerville,25,"1,104","4,068","$175,478"
52,TX,Baylor Scott & White Medical Center - Round Rock,Round Rock,185,"10,164","43,917","$2,168,260"
53,TX,Baylor Scott & White Medical Center - Sunnyvale,Sunnyvale,70,"4,021","22,574","$534,997"
54,TX,Baylor Scott & White Medical Center - Temple,Temple,634,"30,358","174,902","$6,025,597"
55,TX,Baylor Scott & White Medical Center - Waxahachie,Waxahachie,123,"8,101","40,577","$863,673"
56,TX,Baylor Scott & White Medical Center College Station,College Station,135,"8,023","39,353","$1,436,149"
57,TX,Baylor Scott & White Medical Center Irving,Irving,223,"11,790","58,172","$936,341"
58,TX,Baylor Scott & White Medical Center Marble Falls,Marble Falls,46,"2,361","11,220","$547,947"
59,TX,Baylor Scott & White Medical Center Trophy Club,Trophy Club,22,622,"1,475","$205,872"
60,TX,Baylor Scott & White Medical Center Uptown,Dallas,24,606,"1,629","$202,707"
61,TX,Baylor Scott & White Orthopedic and Spine Hospital Arlington,Arlington,24,"1,440","2,839","$349,552"
62,TX,Baylor Scott & White Surgical Hospital at Sherman,Sherman,12,673,"1,383","$216,926"
63,TX,Baylor Scott & White Surgical Hospital Fort Worth,Fort Worth,30,"1,293","2,706","$356,322"
64,TX,Baylor Scott & White Texas Spine & Joint Hospital,Tyler,20,"1,980","4,485","$638,328"
65,TX,Baylor Scott and White Medical Center Frisco,Frisco,68,"2,849","11,505","$377,812"
66,TX,Baylor Scott and White The Heart Hospital - Denton,Denton,22,876,"3,955","$225,775"
67,TX,Baylor Scott and White The Heart Hospital - Plano,Plano,109,"5,831","34,372","$1,438,320"
68,TX,Baylor Surgical Hospital at Las Colinas,Irving,20,729,"1,437","$170,949"
69,TX,Baylor University Medical Center,Dallas,844,"35,532","245,473","$3,236,291"
70,TX,Ben Taub Hospital,Houston,600,"22,580","145,702","$2,716,748"
71,TX,Brooke Army Medical Center,Fort Sam Houston,0,0,0,$0
72,TX,Brownfield Regional Medical Center,Brownfield,26,461,"2,095","$28,396"
73,TX,BSA Hospital,Amarillo,384,"18,218","94,434","$2,272,467"
74,TX,CapRock Hospital,Bryan,0,0,0,$0
75,TX,Carl R. Darnall Army Medical Center,Fort Hood,0,0,0,$0
76,TX,Carrollton Regional Medical Center,Carrollton,89,"2,979","14,074","$302,921"
77,TX,Cedar Park Regional Medical Center,Cedar Park,126,"6,488","26,231","$1,017,105"
78,TX,Central Texas Veterans Health Care System - Olin E. Teague Veterans' Center,Temple,0,0,0,$0
79,TX,"CHI St. Joseph Health Regional Hospital - Bryan, TX",Bryan,298,"16,225","75,143","$2,443,419"
80,TX,CHI St. Luke's Health - Lakeside Hospital,The Woodlands,30,655,"1,464","$258,674"
81,TX,CHI St. Luke's Health - Patients Medical Center,South Pasadena,61,"3,529","17,907","$455,540"
82,TX,CHI St. Luke's Health - Sugar Land Hospital,Sugar Land,100,"5,255","23,776","$467,824"
83,TX,CHI St. Luke's Health - The Vintage Hospital,Houston,94,"5,654","27,780","$580,753"
84,TX,Childress Regional Medical Center,Childress,37,415,"2,031","$82,396"
85,TX,CHRISTUS Good Shepherd Medical Center - Longview,Longview,351,"14,640","55,050","$1,329,235"
86,TX,CHRISTUS Good Shepherd Medical Center - Marshall,Marshall,339,"16,179","77,308","$3,029,221"
87,TX,CHRISTUS Mother Frances Hospital - Tyler,Tyler,457,"27,836","140,769","$6,254,230"
88,TX,CHRISTUS Mother Frances Hospital-Sulphur Springs,Sulphur Springs,62,"3,361","14,448","$658,516"
89,TX,CHRISTUS Saint Michael Hospital,Texarkana,275,"12,072","62,425","$2,062,872"
90,TX,CHRISTUS Saint Michael Hospital - Atlanta,Atlanta,37,725,"2,524","$29,145"
91,TX,CHRISTUS Santa Rosa Hospital - Alamo Heights,San Antonio,0,0,0,$0
92,TX,CHRISTUS Santa Rosa Hospital - Medical Center,San Antonio,387,"19,631","95,565","$2,822,202"
93,TX,CHRISTUS Santa Rosa Hospital - New Braunfels,New Braunfels,0,0,0,$0
94,TX,CHRISTUS Santa Rosa Hospital - Westover Hills,San Antonio,0,0,0,$0
95,TX,Christus Santa Rosa Hospital-San Marcos,San Marcos,131,"3,522","14,880","$626,502"
96,TX,CHRISTUS Southeast Texas - Jasper Memorial,Jasper,40,551,"2,596","$121,962"
97,TX,CHRISTUS Southeast Texas - Saint Elizabeth,Beaumont,353,"14,495","73,265","$2,033,655"
98,TX,CHRISTUS Spohn Hospital - Kleberg,Kingsville,50,"1,839","7,809","$311,325"
99,TX,CHRISTUS Spohn Hospital Alice,Alice,72,"2,005","8,429","$424,449"
100,TX,CHRISTUS Spohn Hospital Beeville,Beeville,40,"1,247","5,300","$280,136"
101,TX,CHRISTUS Spohn Hospital Corpus Christi - South,Corpus Christi,0,0,0,$0
102,TX,CHRISTUS Spohn Hospital Corpus Christi -Shoreline,Corpus Christi,575,"21,054","137,203","$3,645,063"
103,TX,CHRISTUS Trinity Mother Frances Hospital - South Tyler,Tyler,0,0,0,$0
104,TX,CHRISTUS Trinity Mother Frances Louis and Peaches Owen Heart Hospital,Tyler,0,0,0,$0
105,TX,Citizens Medical Center,Victoria,306,"6,221","29,203","$649,167"
106,TX,Columbus Community Hospital,Columbus,40,859,"2,360","$76,374"
107,TX,Connally Memorial Medical Center,Floresville,44,708,"2,796","$141,688"
108,TX,Coppell ER,Coppell,0,0,0,$0
109,TX,Cornerstone Regional Hospital,Edinburg,14,187,291,"$147,826"
110,TX,Corpus Christi Bay Medical Center Heart and Vascular Care,Corpus Christi,0,0,0,$0
111,TX,Corpus Christi Medical Center Bay Area,Corpus Christi,0,0,0,$0
112,TX,Corpus Christi Medical Center Doctors Regional,Corpus Christi,421,"21,271","115,006","$4,513,134"
113,TX,Corpus Christi Medical Center ER 24/7 Northwest,Corpus Christi,89,"1,936","8,826","$84,546"
114,TX,Covenant Health Levelland,Levelland,31,494,"1,751","$58,998"
115,TX,Covenant Health Plainview,Plainview,49,"1,279","5,720","$273,329"
116,TX,Covenant Medical Center,Lubbock,379,"11,474","78,209","$3,528,307"
117,TX,Crescent Medical Center Lancaster,Lancaster,84,"1,135","4,560","$264,993"
118,TX,Dallas Medical Center,Dallas,119,"1,764","8,224","$257,235"
119,TX,Dallas Regional Medical Center,Mesquite,202,"6,299","31,116","$707,041"
120,TX,Dallas VA Medical Center,Dallas,0,0,0,$0
121,TX,Del Sol Medical Center,El Paso,314,"14,214","72,436","$1,227,731"
122,TX,Dell Seton Medical Center at The University of Texas,Austin,226,"10,557","76,916","$2,318,993"
123,TX,DeTar Hospital Navarro,Victoria,164,"6,966","30,065","$1,966,771"
124,TX,DeTar Hospital North,Victoria,145,"1,496","6,888","$36,488"
125,TX,DHR Health,Edinburg,519,"21,671","117,589","$3,248,788"
126,TX,Doctors Hospital of Laredo,Laredo,183,"7,237","37,273","$1,504,735"
127,TX,East Houston Hospital and Clinics,Houston,54,866,"3,412","$531,094"
128,TX,Eastland Memorial Hospital,Eastland,19,467,"1,915","$53,883"
129,TX,El Campo Memorial Hospital,El Campo,26,"1,012","4,304","$100,930"
130,TX,Ennis Regional Medical Center,Ennis,60,465,"1,389","$137,104"
131,TX,ER of Texas-Medical Center,Mansfield,0,0,0,$0
132,TX,Faith Community Hospital,Jacksboro,13,324,"1,340","$75,423"
133,TX,Falls Community Hospital and Clinic,Marlin,36,140,590,"$38,169"
134,TX,First Surgical Hospital,Bellaire,19,476,"1,027","$124,224"
135,TX,Fort Duncan Regional Medical Center,Eagle Pass,101,"3,795","17,610","$575,111"
136,TX,Foundation Surgical Hospital of El Paso,El Paso,40,630,"1,573","$204,932"
137,TX,Foundation Surgical Hospital of San Antonio,San Antonio,20,"1,180","2,250","$198,225"
138,TX,Freestone Medical Center,Fairfield,37,328,"1,023","$62,309"
139,TX,"George H. O'Brien, Jr., Department of Veterans Affairs Medical Center",Big Spring,0,0,0,$0
140,TX,Glen Rose Medical Center,Glen Rose,16,221,671,"$63,523"
141,TX,Gonzales Memorial Hospital,Gonzales,34,617,"1,965","$81,548"
142,TX,Grace Medical Center,Lubbock,92,184,458,"$312,239"
143,TX,Graham Regional Medical Center,Graham,25,316,"1,296","$63,480"
144,TX,Guadalupe Regional Medical Center,Seguin,139,"3,648","13,505","$406,230"
145,TX,Harlingen Medical Center,Harlingen,112,"5,196","20,869","$759,976"
146,TX,HCA Houston Healthcare Clear Lake,Webster,559,"28,005","154,149","$5,509,614"
147,TX,HCA Houston Healthcare Conroe,Conroe,295,"14,629","71,386","$2,806,468"
148,TX,HCA Houston Healthcare Mainland,Texas City,217,"8,463","38,360","$729,864"
149,TX,HCA Houston Healthcare Medical Center,Houston,147,"4,091","21,445","$1,563,914"
150,TX,HCA Houston Healthcare North Cypress,Cypress,139,"8,653","35,720","$1,677,338"
151,TX,HCA Houston Healthcare Northwest,Houston,318,"14,517","76,004","$3,561,357"
152,TX,HCA Houston Healthcare Pearland,Pearland,49,"3,949","20,967","$832,758"
153,TX,HCA Houston Healthcare Southeast,Pasadena,260,"13,377","74,140","$3,191,894"
154,TX,HCA Houston Healthcare Tomball,Tomball,228,"7,932","43,184","$2,084,815"
155,TX,HCA Houston Healthcare West,Houston,223,"10,665","55,982","$1,924,929"
156,TX,Heart Hospital of Austin,Austin,58,"4,104","13,646","$376,118"
157,TX,Hemphill County Hospital,Canadian,15,230,591,"$19,611"
158,TX,Hendrick Medical Center,Abilene,630,"21,583","107,770","$4,877,012"
159,TX,Hendrick Medical Center Brownwood,Brownwood,57,"2,817","12,148","$619,475"
160,TX,Hendrick Medical Center South,Abilene,196,"5,334","22,497","$1,002,574"
161,TX,Hereford Regional Medical Center,Hereford,32,636,"1,297","$44,679"
162,TX,Horizon Medical Center of McKinney,McKinney,0,0,0,$0
163,TX,Houston Methodist Baytown Hospital,Baytown,211,"14,182","66,406","$2,459,340"
164,TX,Houston Methodist Clear Lake Hospital,Nassau Bay,178,"6,604","29,841","$1,460,887"
165,TX,Houston Methodist Hospital,Houston,"1,090","39,101","279,322","$11,936,707"
166,TX,Houston Methodist Sugar Land Hospital,Sugar Land,337,"18,638","87,538","$3,458,424"
167,TX,Houston Methodist The Woodlands Hospital,The Woodlands,186,"14,453","64,425","$2,698,892"
168,TX,Houston Methodist West Hospital,Houston,238,"14,332","64,392","$2,563,304"
169,TX,Houston Methodist Willowbrook Hospital,Houston,346,"21,619","104,150","$3,454,920"
170,TX,Houston Physicians' Hospital,Webster,20,413,"1,717","$522,421"
171,TX,Hunt Regional Medical Center,Greenville,167,"7,544","38,987","$767,428"
172,TX,Huntsville Memorial Hospital,Huntsville,100,"3,548","19,998","$404,029"
173,TX,John Peter Smith Hospital,Fort Worth,566,"22,872","136,222","$3,195,426"
174,TX,Kell West Regional Hospital,Wichita Falls,41,731,"2,143","$93,696"
175,TX,Kerrville VA Hospital,Kerrville,0,0,0,$0
176,TX,Kingwood Emergency Hospital,Kingwood,6,304,"1,010","$31,385"
177,TX,Knapp Medical Center,Weslaco,186,"5,145","26,551","$591,404"
178,TX,Kyle ER & Hospital,Kyle,0,0,0,$0
179,TX,Lake Granbury Medical Center,Granbury,53,"3,092","14,912","$1,175,323"
180,TX,Lamb Healthcare Center,Littlefield,42,356,"1,251","$25,229"
181,TX,Laredo Medical Center,Laredo,314,"13,661","74,946","$2,626,445"
182,TX,Las Palmas Medical Center,El Paso,605,"26,112","138,104","$6,293,348"
183,TX,Legent Orthopedic and Spine,San Antonio,26,"5,535","2,471","$205,528"
184,TX,Longview Regional Medical Center,Longview,224,"11,430","50,027","$2,798,200"
185,TX,Lubbock Heart & Surgical Hospital,Lubbock,73,"1,694","6,512","$392,818"
186,TX,Lyndon B. Johnson Hospital,Houston,0,0,0,$0
187,TX,Matagorda Regional Medical Center,Bay City,42,"1,254","6,511","$154,796"
188,TX,Mayhill Hospital,Denton,59,0,0,"$39,298"
189,TX,Medical Arts Hospital,Lamesa,21,430,"1,832","$33,780"
190,TX,Medical Center Hospital,Odessa,330,"12,648","67,266","$1,179,934"
191,TX,Medical City Alliance,Fort Worth,99,"5,930","23,241","$1,145,042"
192,TX,Medical City Arlington,Arlington,358,"19,843","108,445","$4,359,571"
193,TX,Medical City Dallas,Dallas,836,"31,003","200,636","$8,914,409"
194,TX,Medical City Denton,Denton,195,"10,051","50,905","$2,299,346"
195,TX,Medical City Fort Worth,Fort Worth,227,"12,168","59,104","$3,118,395"
196,TX,Medical City Frisco,Frisco,0,0,0,$0
197,TX,Medical City Las Colinas,Irving,84,"5,719","23,771","$1,056,873"
198,TX,Medical City Lewisville,Lewisville,172,"7,659","35,285","$1,593,833"
199,TX,Medical City McKinney,McKinney,266,"13,578","58,960","$2,458,474"
200,TX,Medical City Plano,Plano,577,"28,821","155,532","$6,568,827"
201,TX,Medical City Weatherford,Weatherford,82,"6,848","24,285","$1,034,744"
202,TX,Memoiral Hermann Rockets Orthopedic Hospital,Bellaire,64,"1,680","4,307","$233,017"
203,TX,Memorial Hermann - Texas Medical Center,Houston,"1,091","48,209","309,899","$9,482,295"
204,TX,Memorial Hermann Cypress Hospital,Cypress,0,0,0,$0
205,TX,Memorial Hermann Greater Heights Hospital,Houston,0,0,0,$0
206,TX,Memorial Hermann Katy Hospital,Katy,208,"35,066","60,187","$1,598,818"
207,TX,Memorial Hermann Memorial City Medical Center,Houston,444,"22,481","95,047","$2,381,486"
208,TX,Memorial Hermann Northeast Hospital,Humble,242,"14,555","80,273","$1,692,295"
209,TX,Memorial Hermann Pearland Hospital,Pearland,0,0,0,$0
210,TX,Memorial Hermann Southeast Hospital,Houston,0,0,0,$0
211,TX,Memorial Hermann Southwest Hospital,Houston,"1,447","75,203","359,134","$8,868,629"
212,TX,Memorial Hermann Sugar Land Hospital,Sugar Land,205,"12,353","42,664","$1,402,638"
213,TX,Memorial Hermann Surgical Hospital First Colony,Sugar Land,6,218,582,"$124,105"
214,TX,Memorial Hermann Surgical Hospital Kingwood,Kingwood,10,342,717,"$144,451"
215,TX,Memorial Hermann The Woodlands Medical Center,The Woodlands,0,0,0,$0
216,TX,Methodist Ambulatory Surgery Hospital,San Antonio,22,1,1,$0
217,TX,Methodist Charlton Medical Center,Dallas,277,"20,920","80,959","$1,424,651"
218,TX,Methodist Children's Hospital,San Antonio,198,"7,602","31,427","$74,260"
219,TX,Methodist Dallas Medical Center,Dallas,367,"22,806","87,181","$2,076,891"
220,TX,Methodist Hospital,San Antonio,"1,843","101,412","511,858","$15,993,237"
221,TX,Methodist Hospital Atascosa,Jourdanton,67,"1,574","6,373","$366,739"
222,TX,Methodist Hospital for Surgery,Addison,32,"1,832","5,274","$339,368"
223,TX,Methodist Hospital Hill Country,Fredericksburg,57,"1,789","6,030","$254,595"
224,TX,Methodist Hospital Northeast,Live Oak,116,"5,418","23,435","$163,926"
225,TX,Methodist Mansfield Medical Center,Mansfield,262,"15,805","64,382","$1,286,702"
226,TX,Methodist McKinney Hospital,McKinney,23,825,"1,742","$194,194"
227,TX,Methodist Midlothian Medical Center,Midlothian,46,"2,155","6,709","$209,000"
228,TX,Methodist Richardson Medical Center,Richardson,298,"82,736","68,835","$1,624,136"
229,TX,Methodist Southlake Medical Center,Southlake,54,533,"1,010","$92,098"
230,TX,Methodist Specialty and Transplant Hospital,San Antonio,217,"8,551","40,895","$227,541"
231,TX,Methodist Stone Oak Hospital,San Antonio,295,"15,373","76,625","$2,110,215"
232,TX,Methodist Texsan Hospital,San Antonio,120,"2,749","11,069","$261,947"
233,TX,Metropolitan Methodist Hospital,San Antonio,279,"11,451","44,364","$188,530"
234,TX,Michael E. DeBakey Department of Veterans Affairs Medical Center,Houston,0,0,0,$0
235,TX,MidCoast Medical Center Bellville,Bellville,23,93,377,"$50,638"
236,TX,Midland Memorial Hospital,Midland,226,"11,486","57,917","$1,280,777"
237,TX,Mission Regional Medical Center,Mission,297,"7,784","40,903","$974,486"
238,TX,Mission Trail Baptist Hospital,San Antonio,0,0,0,$0
239,TX,Nacogdoches Medical Center,Nacogdoches,155,"5,736","22,267","$1,089,733"
240,TX,Nacogdoches Memorial Hospital,Nacogdoches,140,"3,347","18,686","$295,735"
241,TX,Navarro Regional Hospital,Corsicana,49,"2,097","10,733","$473,871"
242,TX,New Braunfels ER & Hospital,New Braunfels,0,0,0,$0
243,TX,Nocona General Hospital,Nocona,18,423,"1,876","$25,788"
244,TX,North Central Baptist Hospital,San Antonio,0,0,0,$0
245,TX,North Central Surgical Center Hospital,Dallas,24,"1,488","3,380","$294,483"
246,TX,North Texas Medical Center,Gainesville,35,"1,392","7,004","$144,686"
247,TX,Northeast Baptist Hospital,San Antonio,0,0,0,$0
248,TX,Northwest Hills Surgical Hospital,Austin,8,367,577,"$135,037"
249,TX,Northwest Surgical Hospital,Amarillo,4,175,248,"$32,490"
